messageKey,,en,de,es,fr,pt,ru,zh_CN
modifier.horizons.name.shieldbank_spin_up,Shieldbank Spin Up,Shieldbank Spin Up,,Inicialización de Célula de Escudo,,Reinício de Célula de Escudo,Время раскрутки щитонакопителя,Shieldbank Spin Up
modifier.horizons.name.shieldbank_spin_up,Spin Up Time,Spin Up Time,Zeit drehen,Tiempo de Inicialización,Temps de rotation,Tempo de Reinício,Время раскрутки,Spin Up Time
modifier.horizons.name.shielded_target_heat_increased,Shielded Target Heat Increased,Shielded Target Heat Increased,Die abgeschirmte Zielwärme nahm zu,Aumenta el calor del objetivo con escudos,La chaleur cible blindé a augmenté,Aumento de Calor de Alvo com Escudo,Температура цели с щитом увеличилась,Shielded Target Heat Increased
modifier.horizons.name.shieldgen_maximum_mass,Maximum Mass,Maximum Mass,,Masa máxima,,Massa Máxima,Максимальная масса,Maximum Mass
modifier.horizons.name.shieldgen_maximum_strength,Maximum Strength,Maximum Strength,,Fuerza Máxima,,Rigidez Máxima,Максимальная прочность,Maximum Strength
modifier.horizons.name.shieldgen_minimum_mass,Minimum Mass,Minimum Mass,,Masa Mínima,,Massa Mínima,Минимальная масса,Minimum Mass
modifier.horizons.name.shieldgen_minimum_strength,Minimum Strength,Minimum Strength,,Fuerza Mínima,,Rigidez Mínima,Минимальная прочность,Minimum Strength
modifier.horizons.name.shieldgen_optimal_mass,Optimal Mass,Optimal Mass,,Masa Óptima,,Massa Ótima,Оптимальная масса,Optimal Mass
modifier.horizons.name.shieldgen_optimal_strength,Optimal Strength,Optimal Strength,Optimale Stärke,Fuerza óptima,Force optimale,Força ideal,Оптимальная прочность,Optimal Strength
modifier.horizons.name.shields,Shields,Shields,,Escudos,,Escudos,Щиты,Shields
modifier.horizons.name.shot_speed,Shot Speed,Shot Speed,Schussgeschwindigkeit,Velocidad de disparo,Vitesse de tir,Velocidade de Tiro,Скорость выстрела,Shot Speed
modifier.horizons.name.spin_up_time,Spin Up Time,Spin Up Time,Zeit drehen,Tiempo de Inicialización,Temps de rotation,Tempo de Reinício,Время раскрутки,Spin Up Time
modifier.horizons.name.systems_capacity,Systems Capacity,Systems Capacity,Systemkapazität,Capacidad de sistemas,Capacité des systèmes,Capacidade de sistemas,Ресурс систем,Systems Capacity
modifier.horizons.name.systems_recharge,Systems Recharge,Systems Recharge,Systemaufladung,Recarga de sistemas,Systèmes recharge,Recarrega de Sistemas,Перезарядка систем,Systems Recharge
modifier.horizons.name.target_armor_hardness_reduced,Target Armor Hardness Reduced,Target Armor Hardness Reduced,Zielpanzerhärte reduziert,La clase de Blindaje del Objetivo se reduce,La dureté de l’armure cible réduite,Rigidez da Blidagem do Alvo Reduzida,Прочность брони у цели уменьшается,Target Armor Hardness Reduced
modifier.horizons.name.target_fsd_inhibited,Target FSD Inhibited,Target FSD Inhibited,Ziel FSD gehemmt,MDD del Objetivo Inhibido,Le FSD cible inhibé,Motor de Distorção do Alvo Inibido,Замедляет зарядку FSD цели,Target FSD Inhibited
modifier.horizons.name.target_fsd_reboots,Target FSD Reboots,Target FSD Reboots,Target FSD -Neustarts,Reinicia el MDD del Objetivo,Redémarrage de FSD cible,Motor de Distorção do Alvo Reiniciado,Перезагружает FSD цели,Target FSD Reboots
modifier.horizons.name.target_gimbal_turret_tracking_reduced,Target Gimbal Turret Tracking Reduced,Target Gimbal Turret Tracking Reduced,Zielgimbal -Turmverfolgung reduziert,El giro de las torretas del objetivo se reducen,Le suivi de la tourelle cible réduit,Rastreamento de Torre Guiada Reduzida,Сбивает с наводки орудия,Target Gimbal Turret Tracking Reduced
modifier.horizons.name.target_heat_increased,Target Heat Increased,Target Heat Increased,Zielwärme stieg,El calor del objetivo aumenta,La chaleur cible a augmenté,Calor do Alvo Aumentado,Нагревает цель,Target Heat Increased
modifier.horizons.name.target_loses_target_lock,Target Loses Target Lock,Target Loses Target Lock,Target verliert das Zielschloss,El objetivo pierde su nave fijada,Target perd le verrouillage cible,Alvo Perde Capacidade de Travamento,Сбивает захват цели,Target Loses Target Lock
modifier.horizons.name.target_module_damage,Target Module Damage,Target Module Damage,Zielmodulschaden,Daño del módulo objetivo,Dommages causés par le module cible,Dano de Módulo Alvo,Повреждение внутренних модулей цели,Target Module Damage
modifier.horizons.name.target_modules_malfunctions,Target Modules Malfunctions,Target Modules Malfunctions,Zielmodule Fehlfunktionen,Los módulos del objetivo sufren malfuncionamiento,Dysfonctionnement des modules cibles,Módulos do Alvo com Mal-funcionamento,Сбои модулей у цели,Target Modules Malfunctions
modifier.horizons.name.target_pushed_off_course,Target Pushed Off Course,Target Pushed Off Course,Zielabstieg der Kurs ab,Objetivo empujado fuera del curso,Target poussé hors cours,Alvo Deslocado da Trajetória,Отталкивает цель,Target Pushed Off Course
modifier.horizons.name.target_sensor_acuity_reduced,Target Sensor Acuity Reduced,Target Sensor Acuity Reduced,Zielsensorschärfe reduziert,La agudeza del sensor de objetivo reducida,L’acuité du capteur cible réduit,Acuidade dos Sensores do Alvo Reduzida,Уменьшается точность сенсоров у цели,Target Sensor Acuity Reduced
modifier.horizons.name.target_shield_cell_disrupted,Target Shield Cell Disrupted,Target Shield Cell Disrupted,Zielschildzelle gestört,Interrupción de Célula de escudo de objetivo,Cellule du bouclier cible perturbé,Célula de Escudo do Alvo Interrompida,Повреждает щитовую ячейку,Target Shield Cell Disrupted
modifier.horizons.name.target_shield_generator_damaged,Target Shield Generator Damaged,Target Shield Generator Damaged,Zielschildgenerator beschädigt,Generador de escudo de objetivo dañado,Générateur de bouclier cible endommagé,Gerador de Escudo do Alvo Danificado,Повреждает щитогенератор у цели,Target Shield Generator Damaged
modifier.horizons.name.target_signature_increased,Target Signature Increased,Target Signature Increased,Zielsignatur stieg,La firma de objetivo aumentó,La signature cible a augmenté,Assinatura do Alvo Aumentada,Сигнатура цели увеличилась,Target Signature Increased
modifier.horizons.name.target_speed_reduced,Target Speed Reduced,Target Speed Reduced,Zielgeschwindigkeit reduziert,Velocidad de objetivo reducida,La vitesse cible réduite,Velocidade do Alvo Reduzida,Уменьшает скорость цели,Target Speed Reduced
modifier.horizons.name.target_thrusters_reboot,Target Thrusters Reboot,Target Thrusters Reboot,Target Thrusters Neustart,Reinicio de impulsores de objetivo,Redémarrage des propulseurs cibles,Reinicialização dos Propulsores,Перезапускает двигатели цели,Target Thrusters Reboot
modifier.horizons.name.target_wing_shields_regenerated,Target Wing Shields Regenerated,Target Wing Shields Regenerated,Target Wing Shields regeneriert,Escudos de objetivo del equipo regenerados,Les boucliers d’aile cible régénérés,Escudos de Ala Alvo Regenerados,Щиты цели в крыле регенерируют,Target Wing Shields Regenerated
modifier.horizons.name.thermal_damage_ratio,Thermal Damage Ratio,Thermal Damage Ratio,,Porcentaje de daño Térmico,,Razão de Dano Térmico,Термический урон,Thermal Damage Ratio
modifier.horizons.name.thermal_drain,Thermal Drain,Thermal Drain,,Drenaje Térmico,,Dreno Térmico,Вывод тепла,Thermal Drain
modifier.horizons.name.thermal_load,Thermal Load,Thermal Load,Wärmebelastung,Carga térmica,Charge thermique,Carga térmica,Тепловая нагрузка,Thermal Load
modifier.horizons.name.thermal_resistance,Thermal Resistance,Thermal Resistance,Wärmewiderstand,Resistencia termica,Résistance thermique,Resistência térmica,Сопр. термическому урону,Thermal Resistance
modifier.horizons.name.top_speed,Top Speed,Top Speed,,Velocidad Máxima,,Velocidade Máxima,Максимальная скорость,Top Speed
modifier.horizons.name.typical_emission_range,Typical Emission Range,Typical Emission Range,,Rango de Emisiones Típico,,Alcance Típico de Emissões,"Типичная дальность сигнатуры ",Typical Emission Range
modifier.horizons.name.vehicle_armour_health,Vehicle Armour Health,Vehicle Armour Health,,Blindaje del Vehículo,,Saúde da Blindagem do Veículo,Целостность брони ТРП,Vehicle Armour Health
modifier.horizons.name.vehicle_cargo_capacity,Vehicle Cargo Capacity,Vehicle Cargo Capacity,,Capacidad de Carga del Vehículo,,Capacidade de Carga do Veículo,Емкость ангара ТРП,Vehicle Cargo Capacity
modifier.horizons.name.vehicle_count,Vehicle Count,Vehicle Count,,Número de Vehículos,,Contagem de Veículos,Количество ТРП,Vehicle Count
modifier.horizons.name.vehicle_fuel_capacity,Vehicle Fuel Capacity,Vehicle Fuel Capacity,,Capacidad de Combustible del Vehículo,,Capacidade de Combustível do Veículo,Топливный бак ТРП,Vehicle Fuel Capacity
modifier.horizons.name.vehicle_hull_mass,Vehicle Hull Mass,Vehicle Hull Mass,,Masa del Casco del Vehículo,,Massa do Casco do Veículo,Масса корпуса ТРП,Vehicle Hull Mass
modifier.horizons.name.vehicle_shield_health,Vehicle Shield Health,Vehicle Shield Health,,Escudo del Vehículo,,Saúde do Escudo do Veículo,Емкость щита ТРП,Vehicle Shield Health
modifier.horizons.name.vehicle_slots,Vehicle Slots,Vehicle Slots,,Ranuras de Vehículo,,Vagas de Veículos,Слоты ТРП,Vehicle Slots
modifier.horizons.name.weapons_capacity,Weapons Capacity,Weapons Capacity,Waffenkapazität,Capacidad de armas,Capacité d’armes,Capacidade de Armas,Орудийный ресурс,Weapons Capacity
modifier.horizons.name.weapons_recharge,Weapons Recharge,Weapons Recharge,Waffenaufladung,Recarga de armas,Recharge des armes,Recarrega de Armas,Перезарядка оружия,Weapons Recharge
modifier.horizons.name.wing_damage_reduction,Wing Damage Reduction,Wing Damage Reduction,,Reducción de Daño del Equipo,,Redução de Dano de Ala,Снижение урона по союзнику в крыле,Wing Damage Reduction
modifier.horizons.name.wing_max_duration,Wing Max Duration,Wing Max Duration,,Duración Máxima del Equipo,,Duração Máxima de Ala,,Wing Max Duration
modifier.horizons.name.wing_min_duration,Wing Min Duration,Wing Min Duration,,Duración Minima del Equipo,,Duração Mínima de Ala,,Wing Min Duration
modifier.horizons.name.wing_shield_regeneration_increased,Wing Shield Regeneration Increased,Wing Shield Regeneration Increased,Die Regeneration der Flügelschildsteigerung nahm zu,Aumento de Regeneración de Escudo del Equipo,La régénération du bouclier des ailes a augmenté,Regeneração de Escudo de Ala Aumentada,Регенерация щита союзника в крыле увеличилась,Wing Shield Regeneration Increased
modifier.horizons.name.yaw_speed,Yaw Speed,Yaw Speed,,Velocidad de Guiñada,,Velocidade de Guinada,Скорость рыскания,Yaw Speed
modifier.horizons.name.minimum_multiplier_speed,Minimum Multiplier Speed,Minimum Multiplier Speed,,Multiplicador Mínimo de Velocidad,,Multiplicador de Velocidade Mínimo,Минимальный множитель скорости,Minimum Multiplier Speed
modifier.horizons.name.optimal_multiplier_speed,Optimal Multiplier Speed,Optimal Multiplier Speed,,Multiplicador Óptimo de Velocidad,,Multiplicador de Velocidade Ótimo,Оптимальный множитель скорости,Optimal Multiplier Speed
modifier.horizons.name.maximum_multiplier_speed,Maximum Multiplier Speed,Maximum Multiplier Speed,,Multiplicador Máximo de Velocidad,,Multiplicador de Velocidade Máximo,Максимальный множитель скорости,Maximum Multiplier Speed
modifier.horizons.name.minimum_multiplier_acceleration,Minimum Multiplier Acceleration,Minimum Multiplier Acceleration,,Multiplicador Mínimo de Aceleración,,Multiplicador de Aceleração Máximo,Минимальный множитель ускорения,Minimum Multiplier Acceleration
modifier.horizons.name.optimal_multiplier_acceleration,Optimal Multiplier Acceleration,Optimal Multiplier Acceleration,,Multiplicador Óptimo de Aceleración,,Multiplicador de Aceleração Ótimo,Оптимальный множитель ускорения,Optimal Multiplier Acceleration
modifier.horizons.name.maximum_multiplier_acceleration,Maximum Multiplier Acceleration,Maximum Multiplier Acceleration,,Multiplicador Máximo de Aceleración,,Multiplicador de Aceleração Máximo,Максимальный множитель ускорения,Maximum Multiplier Acceleration
modifier.horizons.name.minimum_multiplier_rotation,Minimum Multiplier Rotation,Minimum Multiplier Rotation,,Multiplicador Mínimo de Rotación,,Multiplicador de Rotação Mínimo,Минимальный множитель вращения,Minimum Multiplier Rotation
modifier.horizons.name.optimal_multiplier_rotation,Optimal Multiplier Rotation,Optimal Multiplier Rotation,,Multiplicador Óptimo de Rotación,,Multiplicador de Rotação Ótimo,Оптимальный множитель вращения,Optimal Multiplier Rotation
modifier.horizons.name.maximum_multiplier_rotation,Maximum Multiplier Rotation,Maximum Multiplier Rotation,,Multiplicador Máximo de Rotación,,Multiplicador de Rotação Máximo,Максимальный множитель вращения,Maximum Multiplier Rotation
modifier.horizons.name.manoeuvrability,Manoeuvrability,Manoeuvrability,,Maniobrabilidad,,Manobrabilidade,Маневренность,Manoeuvrability
modifier.horizons.name.minimum_thrust,Minimum Thrust,Minimum Thrust,,Mínimo Empuje,,Empuxo Mínimo,Минимальная тяга,Minimum Thrust
modifier.horizons.name.supercruise_overcharge,Supercruise Overcharge,,,Sobrecarga de Supercrucero,,Sobrecarga de Supervelocidade,Перегрузка гиперкруиза,Supercruise Overcharge
modifier.horizons.name.overcharge_max_speed_increase,Overcharge Max Speed Increase,,,Incremento de Velocidad Máxima de la Sobrecarga,,Incremento de Velocidade Máxima Sobrecarregado,Повышение максимальной скорости,Overcharge Max Speed Increase
modifier.horizons.name.overcharge_max_acceleration_rate,Overcharge Max Acceleration Rate,,,Incremento de Aceleración Máxima de la Sobrecarga,,Razão de Aceleração Máxima Sobrecarregado,Повышение ускорения,Overcharge Max Acceleration Rate
modifier.horizons.name.overcharge_heat_generation_rate,Overcharge Heat Generation Rate,,,Ratio de Generación de calor de la Sobrecarga,,Razão de Geração de Calor Sobrecarregado,Повышение скорости нагрева,Overcharge Heat Generation Rate
modifier.horizons.name.overcharge_control_interference,Overcharge Control Interference,,,Interferencia de control de la Sobrecarga,,Interferência de Controle de Sobrecarga,Влияние перегрузки на управление,Overcharge Control Interference
modifier.horizons.name.listed_power_draw,Listed Power Draw,Listed Power Draw,,Consumo de Energía Listado,,Consumo de Energia Nominal,Заявленное потребление мощности,Listed Power Draw
modifier.horizons.name.boost_interval,Boost Interval,,,Intervalo de Postquemador,,,Интервал ускорения,Boost Interval
